LOG_NAME,LOG_DESC,FIELD_NAME,FIELD_TYPE,FIELD_DESC
dhcp.log,DHCP leases,circuit_id,string &log &optional,(present if policy/protocols/dhcp/sub-opts.zeek is loaded) Added by DHCP relay agents which terminate switched or permanent circuits.  It encodes an agent-local identifier of the circuit from which a DHCP client-to-server packet was received.  Typically it should represent a router or switch interface number. 
dhcp.log,DHCP leases,server_port,port &optional,Server port number seen at time of server handing out IP (expected as 67/udp). 
dhcp.log,DHCP leases,host_name,string &log &optional,Name given by client in Hostname option 12. 
dhcp.log,DHCP leases,client_fqdn,string &log &optional,FQDN given by client in Client FQDN option 81. 
dhcp.log,DHCP leases,domain,string &log &optional,Domain given by the server in option 15. 
dhcp.log,DHCP leases,requested_addr,addr &log &optional,IP address requested by the client. 
dhcp.log,DHCP leases,assigned_addr,addr &log &optional,IP address assigned by the server. 
dhcp.log,DHCP leases,lease_time,interval &log &optional,IP address lease interval. 
dhcp.log,DHCP leases,duration,interval &log &default = 0 secs &optional,Duration of the DHCP "session" representing the time from the first message to the last. 
dhcp.log,DHCP leases,client_message,string &log &optional,Message typically accompanied with a DHCP_DECLINE so the client can tell the server why it rejected an address. 
dhcp.log,DHCP leases,agent_remote_id,string &log &optional,(present if policy/protocols/dhcp/sub-opts.zeek is loaded) A globally unique identifier added by relay agents to identify the remote host end of the circuit. 
dhcp.log,DHCP leases,server_message,string &log &optional,Message typically accompanied with a DHCP_NAK to let the client know why it rejected the request. 
dhcp.log,DHCP leases,msg_types,vector of string &log &default = [] &optional,The DHCP message types seen by this DHCP transaction 
dhcp.log,DHCP leases,client_chaddr,string &optional,The CHADDR field sent by the client. 
dhcp.log,DHCP leases,msg_orig,vector of addr &log &default = [] &optional,(present if policy/protocols/dhcp/msg-orig.zeek is loaded) The address that originated each message from the msg_types field. 
dnp3.log,DNP3 requests and replies,iin,count &log &optional,The response's "internal indication number". 
dnp3.log,DNP3 requests and replies,fc_reply,string &log &optional,The name of the function message in the reply. 
dnp3.log,DNP3 requests and replies,fc_request,string &log &optional,The name of the function message in the request. 
dnp3.log,DNP3 requests and replies,uid,string &log,Unique identifier for the connection. 
dnp3.log,DNP3 requests and replies,ts,time &log,Time of the request. 
dnp3.log,DNP3 requests and replies,id,conn_id &log,Identifier for the connection. 
dns.log,DNS activity,original_query,string &log &optional,(present if policy/protocols/dns/log-original-query-case.zeek is loaded) Query with original letter casing 
dns.log,DNS activity,addl,set [string] &log &optional,(present if policy/protocols/dns/auth-addl.zeek is loaded) Additional responses for the query. 
dns.log,DNS activity,auth,set [string] &log &optional,(present if policy/protocols/dns/auth-addl.zeek is loaded) Authoritative responses for the query. 
dns.log,DNS activity,saw_reply,bool &default = F &optional,Whether the full DNS reply has been seen. 
dns.log,DNS activity,saw_query,bool &default = F &optional,Whether the full DNS query has been seen. 
dns.log,DNS activity,total_replies,count &optional,The total number of resource records in a reply message's answer， authority， and additional sections. 
dns.log,DNS activity,total_answers,count &optional,The total number of resource records in a reply message's answer section. 
dns.log,DNS activity,rejected,bool &log &default = F &optional,The DNS query was rejected by the server. 
dns.log,DNS activity,TTLs,vector of interval &log &optional,The caching intervals of the associated RRs described by the answers field. 
dns.log,DNS activity,answers,vector of string &log &optional,The set of resource descriptions in the query answer. 
dns.log,DNS activity,Z,count &log &default = 0 &optional,A reserved field that is usually zero in queries and responses. 
dns.log,DNS activity,RA,bool &log &default = F &optional,The Recursion Available bit in a response message indicates that the name server supports recursive queries. 
dns.log,DNS activity,RD,bool &log &default = F &optional,The Recursion Desired bit in a request message indicates that the client wants recursive service for this query. 
dns.log,DNS activity,TC,bool &log &default = F &optional,The Truncation bit specifies that the message was truncated. 
dns.log,DNS activity,AA,bool &log &default = F &optional,The Authoritative Answer bit for response messages specifies that the responding name server is an authority for the domain name in the question section. 
dns.log,DNS activity,rcode_name,string &log &optional,A descriptive name for the response code value. 
dns.log,DNS activity,qtype_name,string &log &optional,A descriptive name for the type of the query. 
dns.log,DNS activity,qtype,count &log &optional,A QTYPE value specifying the type of the query. 
dns.log,DNS activity,proto,transport_proto &log,The transport layer protocol of the connection. 
dns.log,DNS activity,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
dns.log,DNS activity,qclass_name,string &log &optional,A descriptive name for the class of the query. 
dns.log,DNS activity,uid,string &log,A unique identifier of the connection over which DNS messages are being transferred. 
dns.log,DNS activity,ts,time &log,The earliest time at which a DNS protocol message over the associated connection is observed. 
dns.log,DNS activity,qclass,count &log &optional,The QCLASS value specifying the class of the query. 
dns.log,DNS activity,query,string &log &optional,The domain name that is the subject of the DNS query. 
dns.log,DNS activity,rcode,count &log &optional,The response code value in DNS response messages. 
dns.log,DNS activity,rtt,interval &log &optional,Round trip time for the query and response. This indicates the delay between when the request was seen until the answer started. 
dns.log,DNS activity,trans_id,count &log &optional,A 16-bit identifier assigned by the program that generated the DNS query.  Also used in responses to match up replies to outstanding queries. 
ftp.log,FTP activity,user,string &log &default = "<unknown>" &optional,User name for the current FTP session. 
ftp.log,FTP activity,command,string &log &optional,Command given by the client. 
ftp.log,FTP activity,arg,string &log &optional,Argument for the command if one is given. 
ftp.log,FTP activity,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
ftp.log,FTP activity,fuid,string &optional &log,(present if base/protocols/ftp/files.zeek is loaded) File unique ID. 
ftp.log,FTP activity,capture_password,bool &default = FTP::default_capture_password &optional,Determines if the password will be captured for this request. 
ftp.log,FTP activity,passive,bool &default = F &optional,Indicates if the session is in active or passive mode. 
ftp.log,FTP activity,mime_type,string &log &optional,Sniffed mime type of file. 
ftp.log,FTP activity,last_auth_requested,string &optional,(present if base/protocols/ftp/gridftp.zeek is loaded) 
ftp.log,FTP activity,uid,string &log,Unique ID for the connection. 
ftp.log,FTP activity,pending_commands,FTP::PendingCmds,Queue for commands that have been sent but not yet responded to are tracked here. 
ftp.log,FTP activity,cmdarg,FTP::CmdArg &optional,Command that is currently waiting for a response. 
ftp.log,FTP activity,reply_code,count &log &optional,Reply code from the server in response to the command. 
ftp.log,FTP activity,cwd,string &default = "." &optional,Current working directory that this session is in.  By making the default value '.'， we can indicate that unless something more concrete is discovered that the existing but unknown directory is ok to use. 
ftp.log,FTP activity,data_channel,FTP::ExpectedDataChannel &log &optional,Expected FTP data channel. 
ftp.log,FTP activity,reply_msg,string &log &optional,Reply message from the server in response to the command. 
ftp.log,FTP activity,password,string &log &optional,Password for the current FTP session if captured. 
ftp.log,FTP activity,file_size,count &log &optional,Size of the file if the command indicates a file transfer. 
ftp.log,FTP activity,ts,time &log,Time when the command was sent. 
http.log,HTTP requests and replies,orig_mime_types,vector of string &log &optional,(present if base/protocols/http/entities.zeek is loaded) An ordered vector of mime types. Limited to HTTP::max_files_orig entries. 
http.log,HTTP requests and replies,resp_fuids,vector of string &log &optional,(present if base/protocols/http/entities.zeek is loaded) An ordered vector of file unique IDs. Limited to HTTP::max_files_resp entries. 
http.log,HTTP requests and replies,resp_filenames,vector of string &log &optional,(present if base/protocols/http/entities.zeek is loaded) An ordered vector of filenames from the server. Limited to HTTP::max_files_resp entries. 
http.log,HTTP requests and replies,resp_mime_types,vector of string &log &optional,(present if base/protocols/http/entities.zeek is loaded) An ordered vector of mime types. Limited to HTTP::max_files_resp entries. 
http.log,HTTP requests and replies,current_entity,HTTP::Entity &optional,(present if base/protocols/http/entities.zeek is loaded) The current entity. 
http.log,HTTP requests and replies,orig_mime_depth,count &default = 0 &optional,(present if base/protocols/http/entities.zeek is loaded) Current number of MIME entities in the HTTP request message body. 
http.log,HTTP requests and replies,resp_mime_depth,count &default = 0 &optional,(present if base/protocols/http/entities.zeek is loaded) Current number of MIME entities in the HTTP response message body. 
http.log,HTTP requests and replies,user_agent,string &log &optional,Value of the User-Agent header from the client. 
http.log,HTTP requests and replies,client_header_names,vector of string &log &optional,(present if policy/protocols/http/header-names.zeek is loaded) The vector of HTTP header names sent by the client.  No header values are included here， just the header names. 
http.log,HTTP requests and replies,server_header_names,vector of string &log &optional,(present if policy/protocols/http/header-names.zeek is loaded) The vector of HTTP header names sent by the server.  No header values are included here， just the header names. 
http.log,HTTP requests and replies,omniture,bool &default = F &optional,(present if policy/protocols/http/software-browser-plugins.zeek is loaded) Indicates if the server is an omniture advertising server. 
http.log,HTTP requests and replies,flash_version,string &optional,(present if policy/protocols/http/software-browser-plugins.zeek is loaded) The unparsed Flash version， if detected. 
http.log,HTTP requests and replies,cookie_vars,vector of string &optional &log,(present if policy/protocols/http/var-extraction-cookies.zeek is loaded) Variable names extracted from all cookies. 
http.log,HTTP requests and replies,uri_vars,vector of string &optional &log,(present if policy/protocols/http/var-extraction-uri.zeek is loaded) Variable names from the URI. 
http.log,HTTP requests and replies,ts,time &log,Timestamp for when the request happened. 
http.log,HTTP requests and replies,uid,string &log,Unique ID for the connection. 
http.log,HTTP requests and replies,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
http.log,HTTP requests and replies,trans_depth,count &log,Represents the pipelined depth into the connection of this request/response transaction. 
http.log,HTTP requests and replies,method,string &log &optional,Verb used in the HTTP request (GET， POST， HEAD， etc.). 
http.log,HTTP requests and replies,host,string &log &optional,Value of the HOST header. 
http.log,HTTP requests and replies,uri,string &log &optional,URI used in the request. 
http.log,HTTP requests and replies,referrer,string &log &optional,Value of the "referer" header.  The comment is deliberately misspelled like the standard declares， but the name used here is "referrer" spelled correctly. 
http.log,HTTP requests and replies,version,string &log &optional,Value of the version portion of the request. 
http.log,HTTP requests and replies,origin,string &log &optional,Value of the Origin header from the client. 
http.log,HTTP requests and replies,request_body_len,count &log &default = 0 &optional,Actual uncompressed content size of the data transferred from the client. 
http.log,HTTP requests and replies,response_body_len,count &log &default = 0 &optional,Actual uncompressed content size of the data transferred from the server. 
http.log,HTTP requests and replies,status_code,count &log &optional,Status code returned by the server. 
http.log,HTTP requests and replies,status_msg,string &log &optional,Status message returned by the server. 
http.log,HTTP requests and replies,info_code,count &log &optional,Last seen 1xx informational reply code returned by the server. 
http.log,HTTP requests and replies,info_msg,string &log &optional,Last seen 1xx informational reply message returned by the server. 
http.log,HTTP requests and replies,tags,set [HTTP::Tags] &log,A set of indicators of various attributes discovered and related to a particular request/response pair. 
http.log,HTTP requests and replies,username,string &log &optional,Username if basic-auth is performed for the request. 
http.log,HTTP requests and replies,password,string &log &optional,Password if basic-auth is performed for the request. 
http.log,HTTP requests and replies,capture_password,bool &default = HTTP::default_capture_password &optional,Determines if the password will be captured for this request. 
http.log,HTTP requests and replies,proxied,set [string] &log &optional,All of the headers that may indicate if the request was proxied. 
http.log,HTTP requests and replies,range_request,bool &default = F &optional,Indicates if this request can assume 206 partial content in response. 
http.log,HTTP requests and replies,orig_fuids,vector of string &log &optional,(present if base/protocols/http/entities.zeek is loaded) An ordered vector of file unique IDs. Limited to HTTP::max_files_orig entries. 
http.log,HTTP requests and replies,orig_filenames,vector of string &log &optional,(present if base/protocols/http/entities.zeek is loaded) An ordered vector of filenames from the client. Limited to HTTP::max_files_orig entries. 
irc.log,IRC commands and responses,ts,time &log,Timestamp when the command was seen. 
irc.log,IRC commands and responses,user,string &log &optional,Username given for the connection. 
irc.log,IRC commands and responses,value,string &log &optional,Value for the command given by the client. 
irc.log,IRC commands and responses,command,string &log &optional,Command given by the client. 
irc.log,IRC commands and responses,uid,string &log,Unique ID for the connection. 
irc.log,IRC commands and responses,dcc_file_name,string &log &optional,(present if base/protocols/irc/dcc-send.zeek is loaded) DCC filename requested. 
irc.log,IRC commands and responses,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
irc.log,IRC commands and responses,dcc_file_size,count &log &optional,(present if base/protocols/irc/dcc-send.zeek is loaded) Size of the DCC transfer as indicated by the sender. 
irc.log,IRC commands and responses,addl,string &log &optional,Any additional data for the command. 
irc.log,IRC commands and responses,dcc_mime_type,string &log &optional,(present if base/protocols/irc/dcc-send.zeek is loaded) Sniffed mime type of the file. 
irc.log,IRC commands and responses,fuid,string &log &optional,(present if base/protocols/irc/files.zeek is loaded) File unique ID. 
irc.log,IRC commands and responses,nick,string &log &optional,Nickname given for the connection. 
kerberos.log,Kerberos,client_cert_subject,string &log &optional,(present if base/protocols/krb/files.zeek is loaded) Subject of client certificate， if any 
kerberos.log,Kerberos,client_cert_fuid,string &log &optional,(present if base/protocols/krb/files.zeek is loaded) File unique ID of client cert， if any 
kerberos.log,Kerberos,server_cert_fuid,string &log &optional,(present if base/protocols/krb/files.zeek is loaded) File unique ID of server cert， if any 
kerberos.log,Kerberos,auth_ticket,string &log &optional,(present if policy/protocols/krb/ticket-logging.zeek is loaded) Hash of ticket used to authorize request/transaction 
kerberos.log,Kerberos,new_ticket,string &log &optional,(present if policy/protocols/krb/ticket-logging.zeek is loaded) Hash of ticket returned by the KDC 
kerberos.log,Kerberos,till,time &log &optional,Ticket valid till 
kerberos.log,Kerberos,uid,string &log,Unique ID for the connection. 
kerberos.log,Kerberos,from,time &log &optional,Ticket valid from 
kerberos.log,Kerberos,error_code,count &optional,Error code 
kerberos.log,Kerberos,success,bool &log &optional,Request result 
kerberos.log,Kerberos,service,string &log &optional,Service 
kerberos.log,Kerberos,client,string &log &optional,Client 
kerberos.log,Kerberos,error_msg,string &log &optional,Error message 
kerberos.log,Kerberos,request_type,string &log &optional,Request type - Authentication Service ("AS") or Ticket Granting Service ("TGS") 
kerberos.log,Kerberos,server_cert,Files::Info &optional,(present if base/protocols/krb/files.zeek is loaded) Server certificate 
kerberos.log,Kerberos,ts,time &log,Timestamp for when the event happened. 
kerberos.log,Kerberos,cipher,string &log &optional,Ticket encryption type 
kerberos.log,Kerberos,server_cert_subject,string &log &optional,(present if base/protocols/krb/files.zeek is loaded) Subject of server certificate， if any 
kerberos.log,Kerberos,forwardable,bool &log &optional,Forwardable ticket requested 
kerberos.log,Kerberos,renewable,bool &log &optional,Renewable ticket requested 
kerberos.log,Kerberos,logged,bool &default = F &optional,We've already logged this 
kerberos.log,Kerberos,client_cert,Files::Info &optional,(present if base/protocols/krb/files.zeek is loaded) Client certificate 
kerberos.log,Kerberos,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
modbus.log,Modbus commands and responses,uid,string &log,Unique identifier for the connection. 
modbus.log,Modbus commands and responses,id,conn_id &log,Identifier for the connection. 
modbus.log,Modbus commands and responses,track_address,count &default = 0 &optional,(present if policy/protocols/modbus/track-memmap.zeek is loaded) 
modbus.log,Modbus commands and responses,exception,string &log &optional,The exception if the response was a failure. 
modbus.log,Modbus commands and responses,func,string &log &optional,The name of the function message that was sent. 
modbus.log,Modbus commands and responses,ts,time &log,Time of the request. 
modbus_register_change.log,Tracks changes to Modbus holding registers,uid,string &log,Unique ID for the connection. 
modbus_register_change.log,Tracks changes to Modbus holding registers,id,conn_id &log,Connection ID. 
modbus_register_change.log,Tracks changes to Modbus holding registers,register,count &log,The device memory offset. 
modbus_register_change.log,Tracks changes to Modbus holding registers,old_val,count &log,The old value stored in the register. 
modbus_register_change.log,Tracks changes to Modbus holding registers,new_val,count &log,The new value stored in the register. 
modbus_register_change.log,Tracks changes to Modbus holding registers,delta,interval &log,The time delta between when the old_val and new_val were seen. 
modbus_register_change.log,Tracks changes to Modbus holding registers,ts,time &log,Timestamp for the detected register change. 
mysql.log,MySQL,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
mysql.log,MySQL,success,bool &log &optional,Did the server tell us that the command succeeded? 
mysql.log,MySQL,rows,count &log &optional,The number of affected rows， if any 
mysql.log,MySQL,ts,time &log,Timestamp for when the event happened. 
mysql.log,MySQL,uid,string &log,Unique ID for the connection. 
mysql.log,MySQL,response,string &log &optional,Server message， if any 
mysql.log,MySQL,arg,string &log,The argument issued to the command 
mysql.log,MySQL,cmd,string &log,The command that was issued 
ntlm.log,NT LAN Manager (NTLM),id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
ntlm.log,NT LAN Manager (NTLM),success,bool &log &optional,Indicate whether or not the authentication was successful. 
ntlm.log,NT LAN Manager (NTLM),server_tree_name,string &log &optional,Tree name given by the server in a CHALLENGE. 
ntlm.log,NT LAN Manager (NTLM),ts,time &log,Timestamp for when the event happened. 
ntlm.log,NT LAN Manager (NTLM),server_nb_computer_name,string &log &optional,NetBIOS name given by the server in a CHALLENGE. 
ntlm.log,NT LAN Manager (NTLM),uid,string &log,Unique ID for the connection. 
ntlm.log,NT LAN Manager (NTLM),done,bool &default = F &optional,Internally used field to indicate if the login attempt has already been logged. 
ntlm.log,NT LAN Manager (NTLM),domainname,string &log &optional,Domainname given by the client. 
ntlm.log,NT LAN Manager (NTLM),hostname,string &log &optional,Hostname given by the client. 
ntlm.log,NT LAN Manager (NTLM),username,string &log &optional,Username given by the client. 
ntlm.log,NT LAN Manager (NTLM),server_dns_computer_name,string &log &optional,DNS name given by the server in a CHALLENGE. 
ntp.log,Network Time Protocol,mode,count &log,The NTP mode being used. 
ntp.log,Network Time Protocol,stratum,count &log,The stratum (primary server， secondary server， etc.). 
ntp.log,Network Time Protocol,poll,interval &log,The maximum interval between successive messages. 
ntp.log,Network Time Protocol,precision,interval &log,The precision of the system clock. 
ntp.log,Network Time Protocol,root_delay,interval &log,Total round-trip delay to the reference clock. 
ntp.log,Network Time Protocol,root_disp,interval &log,Total dispersion to the reference clock. 
ntp.log,Network Time Protocol,ref_id,string &log,For stratum 0， 4 character string used for debugging. For stratum 1， ID assigned to the reference clock by IANA. Above stratum 1， when using IPv4， the IP address of the reference clock.  Note that the NTP protocol did not originally specify a large enough field to represent IPv6 addresses， so they use the first four bytes of the MD5 hash of the reference clock's IPv6 address (i.e. an IPv4 address here is not necessarily IPv4). 
ntp.log,Network Time Protocol,ref_time,time &log,Time when the system clock was last set or correct. 
ntp.log,Network Time Protocol,org_time,time &log,Time at the client when the request departed for the NTP server. 
ntp.log,Network Time Protocol,rec_time,time &log,Time at the server when the request arrived from the NTP client. 
ntp.log,Network Time Protocol,xmt_time,time &log,Time at the server when the response departed for the NTP client. 
ntp.log,Network Time Protocol,num_exts,count &default = 0 &optional &log,Number of extension fields (which are not currently parsed). 
ntp.log,Network Time Protocol,ts,time &log,Timestamp for when the event happened. 
ntp.log,Network Time Protocol,uid,string &log,Unique ID for the connection. 
ntp.log,Network Time Protocol,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
ntp.log,Network Time Protocol,version,count &log,The NTP version number (1， 2， 3， 4). 
radius.log,RADIUS authentication attempts,ts,time &log,Timestamp for when the event happened. 
radius.log,RADIUS authentication attempts,reply_msg,string &log &optional,Reply message from the server challenge. This is frequently shown to the user authenticating. 
radius.log,RADIUS authentication attempts,result,string &log &optional,Successful or failed authentication. 
radius.log,RADIUS authentication attempts,connect_info,string &log &optional,Connect info， if present. 
radius.log,RADIUS authentication attempts,ttl,interval &log &optional,The duration between the first request and either the "Access-Accept" message or an error. If the field is empty， it means that either the request or response was not seen. 
radius.log,RADIUS authentication attempts,username,string &log &optional,The username， if present. 
radius.log,RADIUS authentication attempts,mac,string &log &optional,MAC address， if present. 
radius.log,RADIUS authentication attempts,framed_addr,addr &log &optional,The address given to the network access server， if present.  This is only a hint from the RADIUS server and the network access server is not required to honor the address. 
radius.log,RADIUS authentication attempts,uid,string &log,Unique ID for the connection. 
radius.log,RADIUS authentication attempts,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
radius.log,RADIUS authentication attempts,logged,bool &default = F &optional,Whether this has already been logged and can be ignored. 
radius.log,RADIUS authentication attempts,tunnel_client,string &log &optional,Address (IPv4， IPv6， or FQDN) of the initiator end of the tunnel， if present.  This is collected from the Tunnel-Client-Endpoint attribute. 
rdp.log,RDP,result,string &log &optional,Status result for the connection.  It's a mix between RDP negotation failure messages and GCC server create response messages. 
rdp.log,RDP,client_channels,vector of string &log &optional,The channels requested by the client 
rdp.log,RDP,ssl,bool &log &default = F &optional,(present if policy/protocols/rdp/indicate_ssl.zeek is loaded) Flag the connection if it was seen over SSL. 
rdp.log,RDP,cert_permanent,bool &log &optional,Indicates if the provided certificate or certificate chain is permanent or temporary. 
rdp.log,RDP,id,conn_id &log,The connection's 4-tuple of endpoint addresses/ports. 
rdp.log,RDP,cookie,string &log &optional,Cookie value used by the client machine. This is typically a username. 
rdp.log,RDP,requested_color_depth,string &log &optional,The color depth requested by the client in the high_color_depth field. 
rdp.log,RDP,uid,string &log,Unique ID for the connection. 
rdp.log,RDP,keyboard_layout,string &log &optional,Keyboard layout (language) of the client machine. 
rdp.log,RDP,client_build,string &log &optional,RDP client version used by the client machine. 
rdp.log,RDP,client_name,string &log &optional,Name of the client machine. 
